session_id,user_id,session_start,session_duration_secs,platform,day_of_week,hour_of_day,is_weekend
107,1288,2026-03-29 19:00:00,192,Android,Sunday,19,True
108,299,2026-06-25 20:08:00,167,Android,Thursday,20,False
109,9724,2026-07-11 13:18:00,60,Android,Saturday,13,True
110,8161,2026-07-27 09:51:00,384,iOS,Monday,9,False
111,488,2026-06-09 18:17:00,185,iOS,Tuesday,18,False
112,8034,2026-07-13 13:31:00,30,iOS,Monday,13,False
113,4404,2026-04-25 13:09:00,30,Android,Saturday,13,True
114,8047,2026-04-24 18:41:00,30,iOS,Friday,18,False
115,9212,2026-07-12 12:31:00,152,Android,Sunday,12,True
116,6011,2026-07-21 03:51:00,30,iOS,Tuesday,3,False
117,9643,2026-05-09 19:11:00,447,iOS,Saturday,19,True
118,5768,2026-05-25 13:36:00,30,iOS,Monday,13,False
119,4531,2026-05-10 10:42:00,30,Android,Sunday,10,True
120,567,2026-07-09 21:24:00,77,iOS,Thursday,21,False
121,8000,2026-04-12 12:40:00,30,Web,Sunday,12,True
122,6985,2026-03-16 11:41:00,546,Android,Monday,11,False
123,3389,2026-04-13 11:00:00,98,Android,Monday,11,False
124,2241,2026-08-14 19:37:00,30,Android,Friday,19,False
125,7489,2026-04-10 16:49:00,101,iOS,Friday,16,False
126,7908,2026-03-11 14:33:00,291,Android,Wednesday,14,False
127,3692,2026-03-06 11:31:00,353,Android,Friday,11,False
128,9121,2026-08-05 20:36:00,213,Android,Wednesday,20,False
129,9413,2026-07-18 14:39:00,1075,Android,Saturday,14,True
130,3419,2026-07-12 06:04:00,325,Android,Sunday,6,True
131,9887,2026-08-15 20:35:00,84,Android,Saturday,20,True
132,9828,2026-08-06 07:35:00,100,Android,Thursday,7,False
133,147,2026-06-03 22:30:00,31,Android,Wednesday,22,False
134,5105,2026-07-21 20:37:00,110,Android,Tuesday,20,False
135,8844,2026-04-20 16:32:00,116,Android,Monday,16,False
136,7305,2026-08-17 04:09:00,1079,Android,Monday,4,False
137,1343,2026-06-10 07:41:00,54,iOS,Wednesday,7,False
138,6396,2026-03-21 09:50:00,370,iOS,Saturday,9,True
139,4738,2026-08-10 19:00:00,46,Web,Monday,19,False
140,260,2026-05-02 19:32:00,210,Android,Saturday,19,True
141,7209,2026-03-27 11:41:00,201,Android,Friday,11,False
142,4867,2026-05-22 11:45:00,261,Web,Friday,11,False
143,4650,2026-05-02 10:31:00,183,Android,Saturday,10,True
144,2200,2026-04-28 19:29:00,552,Android,Tuesday,19,False
145,9651,2026-07-29 20:56:00,160,Android,Wednesday,20,False
146,2621,2026-07-17 09:15:00,30,Android,Friday,9,False
147,6848,2026-05-27 20:02:00,30,Android,Wednesday,20,False
148,4684,2026-05-16 17:50:00,218,iOS,Saturday,17,True
149,5975,2026-05-05 19:38:00,30,Web,Tuesday,19,False
150,9762,2026-03-05 09:58:00,86,iOS,Thursday,9,False
151,2308,2026-03-17 14:49:00,347,Android,Tuesday,14,False
152,7439,2026-08-27 18:45:00,92,iOS,Thursday,18,False
153,7597,2026-06-21 19:53:00,110,Android,Sunday,19,True
154,9394,2026-06-21 07:10:00,297,Web,Sunday,7,True
155,5390,2026-08-23 13:17:00,313,Android,Sunday,13,True
156,151,2026-03-14 23:57:00,136,Android,Saturday,23,True
157,965,2026-06-28 10:04:00,632,Android,Sunday,10,True
158,6030,2026-08-19 17:45:00,188,iOS,Wednesday,17,False
159,5920,2026-04-30 22:23:00,911,Android,Thursday,22,False
160,798,2026-05-10 12:24:00,704,iOS,Sunday,12,True
161,9799,2026-05-26 23:54:00,154,iOS,Tuesday,23,False
162,5217,2026-04-04 13:59:00,30,Android,Saturday,13,True
163,2195,2026-05-09 13:56:00,447,Android,Saturday,13,True
164,7397,2026-06-08 06:28:00,30,Android,Monday,6,False
165,1394,2026-03-20 10:04:00,426,iOS,Friday,10,False
166,9923,2026-04-04 12:31:00,66,Android,Saturday,12,True
167,4063,2026-07-31 17:11:00,591,Android,Friday,17,False
168,7034,2026-03-12 14:36:00,208,iOS,Thursday,14,False
169,1659,2026-07-29 13:02:00,431,iOS,Wednesday,13,False
170,4628,2026-05-19 20:37:00,113,iOS,Tuesday,20,False
171,7757,2026-04-03 18:22:00,30,Android,Friday,18,False
172,4110,2026-03-14 16:18:00,86,Android,Saturday,16,True
173,5353,2026-08-29 17:11:00,207,iOS,Saturday,17,True
174,5091,2026-03-11 11:49:00,30,Web,Wednesday,11,False
175,3250,2026-06-10 09:58:00,123,Android,Wednesday,9,False
176,9238,2026-07-05 14:57:00,30,Android,Sunday,14,True
177,3994,2026-06-05 13:05:00,1200,iOS,Friday,13,False
178,9185,2026-05-16 18:07:00,678,iOS,Saturday,18,True
179,7872,2026-06-15 20:49:00,267,Android,Monday,20,False
180,5693,2026-04-04 08:54:00,584,Web,Saturday,8,True
181,2927,2026-04-01 17:10:00,381,Android,Wednesday,17,False
182,1074,2026-05-16 16:49:00,1111,Android,Saturday,16,True
183,8215,2026-05-30 16:10:00,186,iOS,Saturday,16,True
184,1866,2026-03-20 19:18:00,344,Android,Friday,19,False
185,7029,2026-07-25 22:44:00,30,Android,Saturday,22,True
186,2389,2026-06-03 17:46:00,385,Android,Wednesday,17,False
187,9839,2026-04-23 10:19:00,224,Android,Thursday,10,False
188,6364,2026-06-14 09:33:00,177,Android,Sunday,9,True
189,1020,2026-03-03 19:22:00,228,Android,Tuesday,19,False
190,9404,2026-06-13 13:41:00,241,Android,Saturday,13,True
191,8104,2026-08-01 14:14:00,434,Web,Saturday,14,True
192,2588,2026-07-01 12:28:00,132,Android,Wednesday,12,False
193,5188,2026-04-15 13:38:00,144,Android,Wednesday,13,False
194,2893,2026-06-16 18:00:00,59,Android,Tuesday,18,False
195,3086,2026-07-15 19:34:00,163,Android,Wednesday,19,False
196,2083,2026-04-15 22:16:00,99,Android,Wednesday,22,False
197,700,2026-07-31 19:07:00,30,Android,Friday,19,False
198,2590,2026-03-09 15:40:00,115,Android,Monday,15,False
199,1183,2026-07-04 19:07:00,287,iOS,Saturday,19,True
200,4493,2026-04-19 00:45:00,73,Android,Sunday,0,True
201,646,2026-06-19 09:45:00,89,iOS,Friday,9,False
202,2873,2026-07-11 16:13:00,545,iOS,Saturday,16,True
203,8994,2026-08-11 19:38:00,106,Android,Tuesday,19,False
204,4418,2026-08-02 15:34:00,30,Android,Sunday,15,True
205,6282,2026-03-09 09:31:00,30,iOS,Monday,9,False
206,4655,2026-04-24 14:33:00,91,Android,Friday,14,False
207,6998,2026-04-12 19:29:00,324,Android,Sunday,19,True
208,2975,2026-04-06 20:47:00,30,Android,Monday,20,False
209,6538,2026-06-02 14:27:00,65,Android,Tuesday,14,False
210,8517,2026-04-24 21:20:00,195,Android,Friday,21,False
211,8904,2026-04-01 20:24:00,150,iOS,Wednesday,20,False
212,526,2026-04-29 23:11:00,229,Android,Wednesday,23,False
213,5680,2026-03-16 06:10:00,523,iOS,Monday,6,False
214,9415,2026-04-25 11:53:00,36,Android,Saturday,11,True
215,4941,2026-04-14 13:22:00,81,Android,Tuesday,13,False
216,6602,2026-08-06 07:06:00,32,Android,Thursday,7,False
217,333,2026-03-19 21:25:00,290,Android,Thursday,21,False
218,6208,2026-08-15 19:42:00,454,Web,Saturday,19,True
219,3877,2026-03-06 20:09:00,617,Android,Friday,20,False
220,1495,2026-05-18 21:40:00,65,Web,Monday,21,False
221,976,2026-06-07 21:56:00,171,Android,Sunday,21,True
222,5451,2026-05-25 14:12:00,250,Android,Monday,14,False
223,5120,2026-06-17 19:40:00,30,Android,Wednesday,19,False
224,6828,2026-06-16 15:28:00,102,Web,Tuesday,15,False
225,8885,2026-07-19 14:32:00,234,Android,Sunday,14,True
226,6334,2026-05-29 11:10:00,61,Android,Friday,11,False
227,8855,2026-04-10 12:55:00,33,iOS,Friday,12,False
228,7389,2026-07-15 08:28:00,30,Android,Wednesday,8,False
229,1533,2026-05-17 20:00:00,295,Android,Sunday,20,True
230,2493,2026-08-09 21:42:00,516,Web,Sunday,21,True
231,3883,2026-06-24 05:07:00,250,Android,Wednesday,5,False
232,908,2026-05-21 20:45:00,583,Web,Thursday,20,False
233,8047,2026-05-06 20:18:00,116,iOS,Wednesday,20,False
234,3148,2026-07-21 08:01:00,174,iOS,Tuesday,8,False
235,2492,2026-08-20 12:18:00,195,Web,Thursday,12,False
236,2351,2026-08-27 10:19:00,335,Web,Thursday,10,False
237,719,2026-08-25 18:11:00,518,Android,Tuesday,18,False
238,5195,2026-07-08 17:11:00,119,Android,Wednesday,17,False
239,4585,2026-03-14 14:04:00,561,Android,Saturday,14,True
240,3856,2026-07-22 10:58:00,71,Web,Wednesday,10,False
241,114,2026-07-29 15:11:00,30,Android,Wednesday,15,False
242,3484,2026-05-05 09:10:00,299,Android,Tuesday,9,False
243,3281,2026-05-04 11:07:00,117,iOS,Monday,11,False
244,3049,2026-08-01 18:39:00,79,Android,Saturday,18,True
245,3933,2026-03-07 15:49:00,399,Android,Saturday,15,True
246,8330,2026-08-11 12:55:00,205,Android,Tuesday,12,False
247,517,2026-07-03 20:45:00,33,Android,Friday,20,False
248,7892,2026-04-13 11:38:00,119,Android,Monday,11,False
249,1605,2026-05-06 14:53:00,360,Web,Wednesday,14,False
250,2559,2026-04-28 09:58:00,509,iOS,Tuesday,9,False
251,7700,2026-08-15 18:13:00,30,Android,Saturday,18,True
252,4429,2026-03-17 10:57:00,171,iOS,Tuesday,10,False
253,409,2026-04-27 04:28:00,356,iOS,Monday,4,False
254,5965,2026-04-03 10:44:00,30,iOS,Friday,10,False
255,4847,2026-03-06 12:46:00,51,iOS,Friday,12,False
256,3441,2026-08-23 18:41:00,86,Android,Sunday,18,True
257,9097,2026-03-29 17:31:00,184,iOS,Sunday,17,True
258,8269,2026-03-08 19:01:00,30,iOS,Sunday,19,True
259,1545,2026-05-11 21:21:00,243,iOS,Monday,21,False
260,2015,2026-05-24 23:19:00,30,Android,Sunday,23,True
261,2740,2026-06-24 19:13:00,125,Web,Wednesday,19,False
262,6867,2026-04-02 15:35:00,1008,iOS,Thursday,15,False
263,9010,2026-06-29 23:27:00,323,Android,Monday,23,False
264,8371,2026-03-23 10:01:00,1200,Android,Monday,10,False
265,3470,2026-05-19 20:24:00,148,Android,Tuesday,20,False
266,7192,2026-06-26 15:40:00,100,Web,Friday,15,False
267,926,2026-07-03 15:22:00,735,iOS,Friday,15,False
268,9647,2026-08-02 14:10:00,371,iOS,Sunday,14,True
269,4467,2026-06-02 05:17:00,301,iOS,Tuesday,5,False
270,5910,2026-07-24 20:46:00,30,Web,Friday,20,False
271,3043,2026-08-20 07:54:00,257,iOS,Thursday,7,False
272,4010,2026-07-13 02:40:00,277,iOS,Monday,2,False
273,5604,2026-03-14 15:56:00,427,iOS,Saturday,15,True
274,5465,2026-08-22 11:02:00,133,Android,Saturday,11,True
275,4061,2026-08-13 11:02:00,30,Android,Thursday,11,False
276,6491,2026-08-04 21:52:00,188,Android,Tuesday,21,False
277,8452,2026-05-08 22:50:00,998,iOS,Friday,22,False
278,4528,2026-07-05 22:45:00,324,Web,Sunday,22,True
279,715,2026-05-20 00:45:00,103,Android,Wednesday,0,False
280,8593,2026-08-07 13:18:00,30,Android,Friday,13,False
281,596,2026-07-22 22:09:00,120,Android,Wednesday,22,False
282,9953,2026-04-03 05:13:00,251,iOS,Friday,5,False
283,5526,2026-05-05 06:48:00,210,iOS,Tuesday,6,False
284,2824,2026-08-09 17:49:00,503,Web,Sunday,17,True
285,2698,2026-04-07 16:08:00,285,iOS,Tuesday,16,False
286,6925,2026-08-25 13:31:00,82,Android,Tuesday,13,False
287,4601,2026-04-14 08:33:00,30,Android,Tuesday,8,False
288,3879,2026-06-08 16:26:00,619,Android,Monday,16,False
289,9681,2026-05-18 17:37:00,554,iOS,Monday,17,False
290,1808,2026-03-09 12:33:00,530,Android,Monday,12,False
291,3206,2026-04-29 06:36:00,49,Web,Wednesday,6,False
292,6582,2026-08-29 13:45:00,247,Web,Saturday,13,True
293,8477,2026-06-11 14:24:00,155,Android,Thursday,14,False
294,7890,2026-06-08 12:50:00,299,iOS,Monday,12,False
295,7609,2026-03-08 10:20:00,38,Android,Sunday,10,True
296,9391,2026-04-30 23:53:00,120,iOS,Thursday,23,False
297,1281,2026-07-05 06:31:00,85,Android,Sunday,6,True
298,8331,2026-04-23 10:37:00,857,Android,Thursday,10,False
299,9501,2026-04-28 13:06:00,211,Android,Tuesday,13,False
300,8339,2026-03-04 15:53:00,340,iOS,Wednesday,15,False
301,5530,2026-07-01 22:18:00,200,Web,Wednesday,22,False
302,8650,2026-04-04 20:12:00,77,Android,Saturday,20,True
303,4752,2026-08-08 21:21:00,224,Web,Saturday,21,True
304,8515,2026-06-22 10:48:00,387,Web,Monday,10,False
305,3605,2026-05-11 22:33:00,468,iOS,Monday,22,False
306,3402,2026-06-14 10:53:00,255,Android,Sunday,10,True
307,6632,2026-08-24 08:37:00,73,Web,Monday,8,False
308,4410,2026-07-26 18:03:00,30,Android,Sunday,18,True
309,3349,2026-06-25 15:06:00,85,iOS,Thursday,15,False
310,6953,2026-03-17 19:20:00,176,Web,Tuesday,19,False
311,3168,2026-03-12 21:03:00,33,Android,Thursday,21,False
312,234,2026-08-26 12:22:00,731,iOS,Wednesday,12,False
313,2764,2026-06-24 18:09:00,80,Android,Wednesday,18,False
314,6785,2026-08-04 15:38:00,58,iOS,Tuesday,15,False
315,2716,2026-06-29 22:18:00,96,Android,Monday,22,False
316,6710,2026-03-07 14:49:00,267,Android,Saturday,14,True
317,9479,2026-05-18 12:58:00,180,Android,Monday,12,False
318,3456,2026-03-12 21:19:00,434,iOS,Thursday,21,False
319,6691,2026-03-20 18:33:00,44,Android,Friday,18,False
320,5164,2026-08-30 20:57:00,612,Web,Sunday,20,True
321,6067,2026-04-15 09:05:00,783,iOS,Wednesday,9,False
322,5419,2026-03-02 22:38:00,30,Android,Monday,22,False
323,3594,2026-07-16 22:03:00,204,Web,Thursday,22,False
324,18,2026-03-26 13:53:00,30,Web,Thursday,13,False
325,7097,2026-03-31 11:17:00,267,Android,Tuesday,11,False
326,9587,2026-05-04 15:53:00,342,iOS,Monday,15,False
327,4761,2026-07-24 18:49:00,599,Web,Friday,18,False
328,8501,2026-07-23 12:04:00,879,iOS,Thursday,12,False
329,2040,2026-07-10 09:20:00,30,Web,Friday,9,False
330,3807,2026-05-22 12:36:00,141,Android,Friday,12,False
331,4110,2026-04-09 14:17:00,30,Android,Thursday,14,False
332,5028,2026-04-19 11:05:00,248,Android,Sunday,11,True
333,7210,2026-08-26 11:00:00,133,Android,Wednesday,11,False
334,5395,2026-06-11 07:15:00,39,Android,Thursday,7,False
335,3200,2026-05-29 22:17:00,30,Android,Friday,22,False
336,4091,2026-03-16 20:00:00,359,iOS,Monday,20,False
337,9840,2026-07-26 09:59:00,327,iOS,Sunday,9,True
338,7754,2026-04-10 19:12:00,116,Android,Friday,19,False
339,2055,2026-08-01 08:35:00,671,Android,Saturday,8,True
340,896,2026-06-18 15:34:00,155,Android,Thursday,15,False
341,9991,2026-07-11 20:06:00,1197,Android,Saturday,20,True
342,3812,2026-07-29 19:43:00,225,Android,Wednesday,19,False
343,8590,2026-04-15 18:57:00,30,Android,Wednesday,18,False
344,9931,2026-03-31 11:12:00,240,Android,Tuesday,11,False
345,7507,2026-05-12 18:17:00,461,Android,Tuesday,18,False
346,1921,2026-07-24 11:54:00,529,Android,Friday,11,False
347,8798,2026-07-06 20:35:00,818,Android,Monday,20,False
348,4974,2026-05-17 12:43:00,30,Android,Sunday,12,True
349,51,2026-08-18 07:01:00,160,Web,Tuesday,7,False
350,8181,2026-05-06 09:35:00,348,iOS,Wednesday,9,False
351,8661,2026-08-07 07:25:00,1200,Web,Friday,7,False
352,7765,2026-04-28 09:21:00,67,iOS,Tuesday,9,False
353,4783,2026-06-15 12:27:00,312,iOS,Monday,12,False
354,756,2026-06-23 14:20:00,30,Android,Tuesday,14,False
355,9801,2026-03-26 19:17:00,192,Android,Thursday,19,False
356,902,2026-05-10 20:26:00,192,Web,Sunday,20,True
357,9912,2026-05-24 21:21:00,30,Android,Sunday,21,True
358,7355,2026-03-03 21:08:00,179,Android,Tuesday,21,False
359,7561,2026-07-20 20:11:00,683,Android,Monday,20,False
360,3684,2026-03-18 07:02:00,317,Web,Wednesday,7,False
361,7739,2026-07-22 03:36:00,35,Android,Wednesday,3,False
362,3088,2026-03-18 14:57:00,82,Android,Wednesday,14,False
363,8036,2026-08-19 21:00:00,37,iOS,Wednesday,21,False
364,5035,2026-05-30 20:21:00,170,iOS,Saturday,20,True
365,9969,2026-07-06 05:08:00,228,Android,Monday,5,False
366,810,2026-06-14 18:24:00,346,Web,Sunday,18,True
367,8761,2026-07-31 15:05:00,575,Android,Friday,15,False
368,4324,2026-07-16 17:11:00,215,Android,Thursday,17,False
369,6130,2026-06-21 19:44:00,99,Android,Sunday,19,True
370,7700,2026-06-17 18:04:00,1046,Android,Wednesday,18,False
371,5470,2026-08-02 22:19:00,36,iOS,Sunday,22,True
372,8519,2026-07-10 14:33:00,30,Web,Friday,14,False
373,3643,2026-04-03 20:12:00,224,Android,Friday,20,False
374,7758,2026-03-09 11:46:00,808,iOS,Monday,11,False
375,6018,2026-07-09 21:56:00,1200,Web,Thursday,21,False
376,9659,2026-05-13 12:46:00,265,Android,Wednesday,12,False
377,3298,2026-06-22 14:40:00,414,Android,Monday,14,False
378,671,2026-08-03 10:51:00,113,Android,Monday,10,False
379,9478,2026-04-23 13:53:00,113,Web,Thursday,13,False
380,6143,2026-05-16 11:45:00,129,Android,Saturday,11,True
381,49,2026-03-15 00:01:00,30,Web,Sunday,0,True
382,8769,2026-04-20 11:46:00,682,Web,Monday,11,False
383,2985,2026-06-10 19:32:00,442,Web,Wednesday,19,False
384,3483,2026-05-27 20:24:00,35,Android,Wednesday,20,False
385,1261,2026-05-24 16:43:00,135,Android,Sunday,16,True
386,1181,2026-06-30 19:52:00,767,iOS,Tuesday,19,False
387,6421,2026-07-13 08:17:00,1017,Android,Monday,8,False
388,4961,2026-06-30 19:29:00,168,iOS,Tuesday,19,False
389,2476,2026-04-24 11:11:00,431,Android,Friday,11,False
390,5735,2026-04-06 21:30:00,30,iOS,Monday,21,False
391,1677,2026-07-03 13:54:00,250,Web,Friday,13,False
392,8353,2026-05-05 13:41:00,164,Android,Tuesday,13,False
393,8881,2026-08-12 07:46:00,183,Android,Wednesday,7,False
394,9793,2026-07-15 12:12:00,164,Web,Wednesday,12,False
395,4712,2026-05-02 17:54:00,155,Android,Saturday,17,True
396,8747,2026-08-17 21:30:00,754,Web,Monday,21,False
397,6810,2026-06-07 05:21:00,44,iOS,Sunday,5,True
398,3764,2026-08-08 09:06:00,30,Android,Saturday,9,True
399,1254,2026-03-06 10:42:00,132,Android,Friday,10,False
400,7310,2026-08-17 19:40:00,68,Web,Monday,19,False
401,1508,2026-07-27 21:49:00,62,Android,Monday,21,False
402,1902,2026-04-02 12:32:00,30,Android,Thursday,12,False
403,7427,2026-07-19 08:35:00,51,Android,Sunday,8,True
404,4386,2026-04-21 07:34:00,100,iOS,Tuesday,7,False
405,8976,2026-08-20 08:31:00,74,Web,Thursday,8,False
406,1245,2026-04-26 21:19:00,158,iOS,Sunday,21,True
407,9156,2026-07-18 12:12:00,375,Web,Saturday,12,True
408,8535,2026-04-11 20:25:00,291,Android,Saturday,20,True
409,7264,2026-04-26 13:28:00,44,Android,Sunday,13,True
410,7756,2026-07-21 20:36:00,315,Android,Tuesday,20,False
411,8178,2026-06-27 11:41:00,1050,iOS,Saturday,11,True
412,9954,2026-08-18 04:48:00,746,Web,Tuesday,4,False
413,4398,2026-06-01 20:23:00,1200,iOS,Monday,20,False
414,4791,2026-08-25 21:15:00,44,Web,Tuesday,21,False
415,4251,2026-05-31 12:41:00,90,iOS,Sunday,12,True
416,5082,2026-04-22 20:17:00,99,iOS,Wednesday,20,False
417,8583,2026-04-03 21:55:00,128,Web,Friday,21,False
418,4268,2026-04-09 11:19:00,113,iOS,Thursday,11,False
419,5832,2026-08-24 13:21:00,158,iOS,Monday,13,False
420,6330,2026-08-07 20:24:00,782,Web,Friday,20,False
421,47,2026-06-24 19:23:00,998,Android,Wednesday,19,False
422,4522,2026-07-14 20:39:00,37,Android,Tuesday,20,False
423,9601,2026-07-02 14:04:00,311,Android,Thursday,14,False
424,1882,2026-06-22 22:02:00,258,Android,Monday,22,False
425,4170,2026-06-09 21:04:00,379,Android,Tuesday,21,False
426,4580,2026-05-15 14:18:00,48,iOS,Friday,14,False
427,4509,2026-04-29 21:34:00,65,iOS,Wednesday,21,False
428,4945,2026-04-21 09:18:00,516,Android,Tuesday,9,False
429,4711,2026-03-14 19:03:00,149,Android,Saturday,19,True
430,8693,2026-07-15 14:47:00,596,Android,Wednesday,14,False
431,4054,2026-08-24 16:51:00,334,Android,Monday,16,False
432,7747,2026-04-23 10:53:00,235,Android,Thursday,10,False
