impression_id,search_id,session_id,user_id,restaurant_id,position,clicked,restaurant_rating,is_promoted,has_photos
55,8,11,1361,432,5,False,3.4,False,True
56,8,11,1361,276,6,False,4.4,False,True
57,9,12,9506,455,1,True,4.4,False,False
58,9,12,9506,356,2,False,3.6,False,True
59,9,12,9506,24,3,False,4.1,False,True
60,9,12,9506,189,4,False,3.3,False,False
61,9,12,9506,242,5,False,3.7,False,False
62,9,12,9506,406,6,False,3.5,False,True
63,9,12,9506,395,7,False,3.2,False,True
64,9,12,9506,384,8,False,4.0,False,True
65,10,13,37,489,1,True,4.0,True,True
66,10,13,37,98,2,False,4.2,False,True
67,10,13,37,310,3,False,4.2,False,True
68,10,13,37,147,4,False,3.1,False,True
69,10,13,37,47,5,False,4.8,False,True
70,11,14,1306,402,1,True,4.7,True,True
71,11,14,1306,408,2,False,4.7,False,True
72,11,14,1306,167,3,False,2.9,False,True
73,11,14,1306,222,4,False,3.7,False,True
74,11,14,1306,12,5,False,3.6,False,False
75,11,14,1306,463,6,False,4.2,False,True
76,11,14,1306,186,7,False,3.0,False,False
77,11,14,1306,390,8,False,4.2,False,False
78,12,15,1150,207,1,False,3.3,False,False
79,12,15,1150,50,2,True,4.1,False,False
80,12,15,1150,318,3,False,2.9,False,True
81,12,15,1150,38,4,False,4.3,False,False
82,12,15,1150,122,5,False,3.9,False,True
83,12,15,1150,85,6,False,5.0,True,True
84,12,15,1150,95,7,False,3.8,False,True
85,12,15,1150,225,8,False,4.9,False,True
86,13,17,8680,75,1,False,3.9,False,True
87,13,17,8680,185,2,True,3.3,False,False
88,13,17,8680,47,3,False,4.8,False,True
89,13,17,8680,200,4,False,2.7,False,True
90,13,17,8680,233,5,False,2.8,False,False
91,13,17,8680,449,6,False,3.7,True,True
92,13,17,8680,321,7,False,4.4,False,True
93,14,18,7869,311,1,True,4.2,True,False
94,14,18,7869,470,2,False,3.2,False,True
95,14,18,7869,303,3,False,3.7,False,True
96,14,18,7869,277,4,False,3.1,False,True
97,14,18,7869,330,5,False,3.9,False,False
98,14,18,7869,488,6,False,3.0,False,True
99,14,18,7869,416,7,False,3.7,False,True
100,15,19,3034,33,1,True,3.9,False,True
101,15,19,3034,334,2,False,4.7,True,False
102,15,19,3034,96,3,False,3.6,False,True
103,15,19,3034,64,4,False,2.8,False,True
104,15,19,3034,344,5,False,3.4,False,True
105,16,20,3617,54,1,True,2.5,False,True
106,16,20,3617,399,2,False,3.0,False,True
107,16,20,3617,364,3,False,3.5,False,False
108,16,20,3617,119,4,False,3.9,False,False
109,16,20,3617,5,5,False,4.3,True,True
110,16,20,3617,271,6,False,2.9,False,True
111,16,20,3617,212,7,False,4.7,False,True
112,16,20,3617,250,8,False,3.5,False,False
113,16,20,3617,354,9,False,4.4,False,False
114,17,21,3682,210,1,True,3.8,False,True
115,17,21,3682,486,2,False,4.3,False,True
116,17,21,3682,134,3,False,4.4,False,True
117,17,21,3682,239,4,False,4.0,False,True
118,17,21,3682,370,5,False,3.5,False,False
119,18,22,2659,78,1,True,3.7,False,True
120,18,22,2659,92,2,False,3.3,False,False
121,18,22,2659,326,3,False,4.1,False,True
122,18,22,2659,380,4,False,4.1,False,True
123,18,22,2659,283,5,False,3.3,False,True
124,18,22,2659,393,6,False,4.0,True,False
125,18,22,2659,98,7,False,4.2,False,True
126,19,23,4344,23,1,True,4.6,False,False
127,19,23,4344,456,2,False,3.8,False,True
128,19,23,4344,267,3,False,2.9,False,False
129,19,23,4344,423,4,False,3.1,False,True
130,19,23,4344,342,5,False,3.8,False,True
131,19,23,4344,187,6,False,3.7,False,True
132,19,23,4344,459,7,False,3.2,False,True
133,19,23,4344,306,8,False,3.3,True,False
134,20,24,880,217,1,True,3.7,False,True
135,20,24,880,90,2,False,4.2,False,True
136,20,24,880,344,3,False,3.4,False,True
137,20,24,880,70,4,False,2.6,False,False
138,20,24,880,59,5,False,4.0,True,False
139,20,24,880,303,6,False,3.7,False,True
140,20,24,880,175,7,False,3.7,False,True
141,20,24,880,165,8,False,4.0,False,True
142,21,25,136,447,1,False,3.6,False,True
143,21,25,136,139,2,False,3.2,False,True
144,21,25,136,400,3,True,3.8,False,False
145,21,25,136,407,4,False,4.2,False,False
146,21,25,136,379,5,False,3.9,False,True
147,21,25,136,323,6,False,4.2,False,True
148,22,26,6616,434,1,True,3.9,False,False
149,22,26,6616,281,2,False,4.0,False,True
150,22,26,6616,44,3,False,3.5,False,True
151,22,26,6616,457,4,False,4.4,False,True
152,22,26,6616,215,5,False,3.6,False,True
153,22,26,6616,417,6,False,3.5,False,True
154,22,26,6616,51,7,False,5.0,False,False
155,22,26,6616,27,8,False,3.0,False,False
156,22,26,6616,69,9,False,3.9,False,True
157,23,27,88,362,1,False,4.9,False,True
158,23,27,88,275,2,False,4.2,False,True
159,23,27,88,77,3,True,3.3,True,False
160,23,27,88,66,4,False,4.7,False,True
161,23,27,88,178,5,False,3.7,False,True
162,24,28,1088,440,1,True,4.6,False,True
163,24,28,1088,29,2,False,4.0,False,True
164,24,28,1088,147,3,False,3.1,False,True
165,24,28,1088,134,4,False,4.4,False,True
166,24,28,1088,441,5,False,4.1,False,True
167,25,29,5018,225,1,True,4.9,False,True
168,25,29,5018,255,2,False,3.4,False,True
169,25,29,5018,336,3,False,4.1,False,False
170,25,29,5018,31,4,False,3.0,False,False
171,25,29,5018,131,5,False,3.9,False,False
172,25,29,5018,299,6,False,4.3,False,True
173,25,29,5018,210,7,False,3.8,False,True
174,25,29,5018,191,8,False,4.8,False,True
175,25,29,5018,383,9,False,4.6,False,True
176,25,29,5018,98,10,False,4.2,False,True
177,26,30,4468,210,1,True,3.8,False,True
178,26,30,4468,227,2,False,4.2,False,False
179,26,30,4468,310,3,False,4.2,False,True
180,26,30,4468,148,4,False,4.0,False,True
181,26,30,4468,255,5,False,3.4,False,True
182,26,30,4468,207,6,False,3.3,False,False
183,26,30,4468,66,7,False,4.7,False,True
184,27,32,2767,301,1,True,3.7,False,True
185,27,32,2767,56,2,False,4.3,False,True
186,27,32,2767,140,3,False,5.0,False,True
187,27,32,2767,349,4,False,3.9,False,True
188,27,32,2767,118,5,False,3.8,False,True
189,28,33,4693,400,1,True,3.8,False,False
190,28,33,4693,209,2,False,4.2,True,False
191,28,33,4693,323,3,False,4.2,False,True
192,28,33,4693,99,4,False,3.5,False,True
193,28,33,4693,333,5,False,3.8,False,True
194,28,33,4693,206,6,False,4.8,False,False
195,28,33,4693,132,7,False,4.4,False,True
196,28,33,4693,483,8,False,3.7,False,True
197,29,35,6338,98,1,False,4.2,False,True
198,29,35,6338,29,2,True,4.0,False,True
199,29,35,6338,123,3,False,4.1,False,False
200,29,35,6338,461,4,False,3.2,False,False
201,29,35,6338,444,5,False,3.1,False,False
202,30,36,4482,459,1,True,3.2,False,True
203,30,36,4482,385,2,False,3.0,True,True
204,30,36,4482,396,3,False,3.8,False,True
205,30,36,4482,455,4,False,4.4,False,False
206,30,36,4482,460,5,False,4.5,False,True
207,31,37,1191,133,1,True,3.3,False,True
208,31,37,1191,230,2,False,3.8,False,True
209,31,37,1191,435,3,False,3.9,False,True
210,31,37,1191,140,4,False,5.0,False,True
211,31,37,1191,268,5,False,3.6,True,True
212,31,37,1191,371,6,False,3.9,False,False
213,31,37,1191,494,7,False,4.8,False,False
214,31,37,1191,301,8,False,3.7,False,True
215,32,38,7194,428,1,False,4.3,False,True
216,32,38,7194,334,2,True,4.7,True,False
217,32,38,7194,59,3,False,4.0,True,False
218,32,38,7194,109,4,False,3.8,False,False
219,32,38,7194,424,5,False,4.2,False,True
220,32,38,7194,204,6,False,2.9,False,True
221,33,39,5726,490,1,True,3.3,False,True
222,33,39,5726,405,2,False,3.3,True,True
223,33,39,5726,308,3,False,3.7,False,True
224,33,39,5726,277,4,False,3.1,False,True
225,33,39,5726,293,5,False,2.9,False,False
226,33,39,5726,237,6,False,3.5,False,False
227,33,39,5726,202,7,False,4.9,False,False
228,33,39,5726,324,8,False,3.0,False,True
229,34,40,8612,200,1,True,2.7,False,True
230,34,40,8612,177,2,False,3.3,False,True
231,34,40,8612,288,3,False,4.4,False,True
232,34,40,8612,318,4,False,2.9,False,True
233,34,40,8612,29,5,False,4.0,False,True
234,34,40,8612,106,6,False,3.7,False,False
235,34,40,8612,238,7,False,4.5,False,True
236,34,40,8612,158,8,False,3.2,False,True
237,34,40,8612,57,9,False,4.9,False,True
238,35,41,5941,256,1,True,4.1,False,True
239,35,41,5941,443,2,False,4.3,False,True
240,35,41,5941,32,3,False,3.6,False,False
241,35,41,5941,166,4,False,4.3,False,True
242,35,41,5941,28,5,False,3.3,True,True
243,35,41,5941,263,6,False,3.9,True,False
244,35,41,5941,284,7,False,3.7,False,True
245,35,41,5941,112,8,False,3.6,True,True
246,35,41,5941,468,9,False,3.8,False,False
247,36,42,9915,245,1,True,3.6,True,False
248,36,42,9915,358,2,False,3.6,False,False
249,36,42,9915,437,3,False,2.7,False,True
250,36,42,9915,19,4,False,3.1,True,False
251,36,42,9915,412,5,False,3.2,True,True
252,36,42,9915,445,6,False,4.7,False,True
253,36,42,9915,6,7,False,3.9,False,True
254,36,42,9915,295,8,False,4.2,False,False
255,36,42,9915,254,9,False,3.7,False,False
256,37,43,487,34,1,True,3.7,False,True
257,37,43,487,473,2,False,4.2,False,False
258,37,43,487,409,3,False,3.9,True,True
259,37,43,487,173,4,False,4.0,False,True
260,37,43,487,266,5,False,3.2,False,False
261,37,43,487,41,6,False,2.7,False,False
262,38,45,1727,246,1,True,4.4,False,False
263,38,45,1727,152,2,False,4.2,False,True
264,38,45,1727,228,3,False,5.0,False,True
265,38,45,1727,150,4,False,4.0,False,True
266,38,45,1727,102,5,False,3.8,False,True
267,39,46,9314,421,1,True,4.1,True,True
268,39,46,9314,89,2,False,3.7,False,True
269,39,46,9314,304,3,False,3.8,False,True
270,39,46,9314,414,4,False,4.4,False,True
271,39,46,9314,315,5,False,4.6,False,True
272,39,46,9314,310,6,False,4.2,False,True
273,39,46,9314,393,7,False,4.0,True,False
274,39,46,9314,88,8,False,3.5,False,True
275,40,47,3232,350,1,True,3.2,True,True
276,40,47,3232,349,2,False,3.9,False,True
277,40,47,3232,302,3,False,3.5,False,False
278,40,47,3232,448,4,False,4.4,False,True
279,40,47,3232,494,5,False,4.8,False,False
280,40,47,3232,378,6,False,4.4,True,True
281,40,47,3232,230,7,False,3.8,False,True
282,40,47,3232,133,8,False,3.3,False,True
283,40,47,3232,301,9,False,3.7,False,True
284,41,48,5256,253,1,False,3.3,False,False
285,41,48,5256,65,2,True,4.0,False,True
286,41,48,5256,488,3,False,3.0,False,True
287,41,48,5256,495,4,False,3.8,True,True
288,41,48,5256,316,5,False,3.8,False,True
289,41,48,5256,308,6,False,3.7,False,True
290,41,48,5256,388,7,False,4.7,False,True
291,41,48,5256,430,8,False,4.1,False,True
292,41,48,5256,237,9,False,3.5,False,False
293,41,48,5256,405,10,False,3.3,True,True
294,42,49,8386,106,1,False,3.7,False,False
295,42,49,8386,238,2,False,4.5,False,True
296,42,49,8386,57,3,False,4.9,False,True
297,42,49,8386,438,4,True,4.1,False,True
298,42,49,8386,321,5,False,4.4,False,True
299,42,49,8386,288,6,False,4.4,False,True
300,42,49,8386,393,7,False,4.0,True,False
301,42,49,8386,147,8,False,3.1,False,True
302,42,49,8386,326,9,False,4.1,False,True
303,42,49,8386,489,10,False,4.0,True,True
304,43,50,5832,54,1,True,2.5,False,True
305,43,50,5832,214,2,False,4.5,False,False
306,43,50,5832,364,3,False,3.5,False,False
307,43,50,5832,339,4,False,3.8,False,True
308,43,50,5832,317,5,False,3.5,False,True
309,43,50,5832,189,6,False,3.3,False,False
310,44,51,413,111,1,False,3.5,False,False
311,44,51,413,471,2,True,3.3,False,False
312,44,51,413,409,3,False,3.9,True,True
313,44,51,413,351,4,False,3.0,True,False
314,44,51,413,257,5,False,4.0,False,True
315,44,51,413,413,6,False,4.6,False,False
316,44,51,413,439,7,False,4.6,False,True
317,44,51,413,273,8,False,3.1,False,True
318,44,51,413,152,9,False,4.2,False,True
319,45,52,6663,415,1,True,3.3,False,True
320,45,52,6663,496,2,False,3.0,True,True
321,45,52,6663,15,3,False,4.5,False,False
322,45,52,6663,80,4,False,4.5,False,True
323,45,52,6663,250,5,False,3.5,False,False
324,46,53,7458,377,1,True,3.6,True,True
325,46,53,7458,81,2,False,2.7,False,True
326,46,53,7458,423,3,False,3.1,False,True
327,46,53,7458,364,4,False,3.5,False,False
328,46,53,7458,80,5,False,4.5,False,True
329,46,53,7458,129,6,False,3.4,False,True
330,46,53,7458,119,7,False,3.9,False,False
331,47,54,7959,214,1,False,4.5,False,False
332,47,54,7959,244,2,False,3.1,False,True
333,47,54,7959,369,3,False,3.8,False,True
334,47,54,7959,171,4,False,4.4,False,False
335,47,54,7959,103,5,False,3.6,False,False
336,47,54,7959,55,6,True,3.7,False,False
337,47,54,7959,306,7,False,3.3,True,False
338,47,54,7959,62,8,False,3.7,False,False
339,48,56,7089,15,1,True,4.5,False,False
340,48,56,7089,364,2,False,3.5,False,False
341,48,56,7089,368,3,False,3.7,False,True
342,48,56,7089,212,4,False,4.7,False,True
343,48,56,7089,410,5,False,3.3,False,True
344,48,56,7089,496,6,False,3.0,True,True
345,48,56,7089,80,7,False,4.5,False,True
346,48,56,7089,114,8,False,3.3,True,True
347,49,57,3126,498,1,True,4.2,False,False
348,49,57,3126,110,2,False,5.0,False,False
349,49,57,3126,414,3,False,4.4,False,True
350,49,57,3126,92,4,False,3.3,False,False
351,49,57,3126,100,5,False,4.2,False,False
352,50,59,3650,367,1,True,4.6,False,True
353,50,59,3650,94,2,False,3.7,True,True
354,50,59,3650,472,3,False,3.8,False,True
355,50,59,3650,109,4,False,3.8,False,False
356,50,59,3650,340,5,False,3.8,False,True
357,50,59,3650,188,6,False,3.3,False,False
358,50,59,3650,52,7,False,3.0,False,False
359,51,60,6789,452,1,False,3.8,False,False
360,51,60,6789,17,2,True,4.2,False,False
361,51,60,6789,410,3,False,3.3,False,True
362,51,60,6789,271,4,False,2.9,False,True
363,51,60,6789,427,5,False,4.6,False,False
364,51,60,6789,62,6,False,3.7,False,False
365,52,61,8767,398,1,False,3.5,False,True
366,52,61,8767,332,2,False,3.8,False,False
367,52,61,8767,345,3,True,3.8,True,True
368,52,61,8767,195,4,False,5.0,False,True
369,52,61,8767,2,5,False,2.6,False,True
370,52,61,8767,243,6,False,4.1,False,True
371,52,61,8767,347,7,False,3.4,False,True
372,52,61,8767,377,8,False,3.6,True,True
373,53,62,7173,282,1,False,3.1,False,True
374,53,62,7173,302,2,False,3.5,False,False
375,53,62,7173,231,3,False,3.8,False,True
376,53,62,7173,10,4,True,4.7,False,False
377,53,62,7173,378,5,False,4.4,True,True
378,53,62,7173,268,6,False,3.6,True,True
379,53,62,7173,118,7,False,3.8,False,True
380,54,63,6818,397,1,False,4.0,False,True
381,54,63,6818,304,2,True,3.8,False,True
382,54,63,6818,85,3,False,5.0,True,True
383,54,63,6818,238,4,False,4.5,False,True
384,54,63,6818,241,5,False,4.1,False,False
385,54,63,6818,75,6,False,3.9,False,True
386,54,63,6818,440,7,False,4.6,False,True
387,54,63,6818,299,8,False,4.3,False,True
388,54,63,6818,177,9,False,3.3,False,True
389,55,64,5945,47,1,True,4.8,False,True
390,55,64,5945,393,2,False,4.0,True,False
391,55,64,5945,210,3,False,3.8,False,True
392,55,64,5945,326,4,False,4.1,False,True
393,55,64,5945,486,5,False,4.3,False,True
394,56,65,3509,276,1,True,4.4,False,True
395,56,65,3509,112,2,False,3.6,True,True
396,56,65,3509,468,3,False,3.8,False,False
397,56,65,3509,443,4,False,4.3,False,True
398,56,65,3509,343,5,False,4.0,False,True
399,56,65,3509,170,6,False,4.6,False,True
400,56,65,3509,256,7,False,4.1,False,True
401,56,65,3509,166,8,False,4.3,False,True
402,57,66,8073,432,1,False,3.4,False,True
403,57,66,8073,343,2,True,4.0,False,True
404,57,66,8073,170,3,False,4.6,False,True
405,57,66,8073,84,4,False,3.9,False,True
406,57,66,8073,468,5,False,3.8,False,False
407,57,66,8073,182,6,False,2.4,False,False
408,58,67,149,93,1,True,2.8,False,False
409,58,67,149,312,2,False,4.0,True,True
410,58,67,149,174,3,False,4.1,False,True
411,58,67,149,424,4,False,4.2,False,True
412,58,67,149,316,5,False,3.8,False,True
413,58,67,149,293,6,False,2.9,False,False
414,58,67,149,4,7,False,3.5,False,True
415,58,67,149,229,8,False,3.3,False,False
416,59,68,9853,111,1,True,3.5,False,False
417,59,68,9853,41,2,False,2.7,False,False
418,59,68,9853,152,3,False,4.2,False,True
419,59,68,9853,409,4,False,3.9,True,True
420,59,68,9853,491,5,False,3.9,False,True
421,60,69,1423,200,1,False,2.7,False,True
422,60,69,1423,440,2,True,4.6,False,True
423,60,69,1423,326,3,False,4.1,False,True
424,60,69,1423,489,4,False,4.0,True,True
425,60,69,1423,100,5,False,4.2,False,False
426,60,69,1423,77,6,False,3.3,True,False
427,60,69,1423,155,7,False,2.7,False,False
428,60,69,1423,240,8,False,3.3,False,False
429,60,69,1423,122,9,False,3.9,False,True
430,60,69,1423,50,10,False,4.1,False,False
431,61,71,3623,341,1,False,3.7,False,False
432,61,71,3623,349,2,False,3.9,False,True
433,61,71,3623,435,3,True,3.9,False,True
434,61,71,3623,378,4,False,4.4,True,True
435,61,71,3623,48,5,False,3.3,False,True
436,61,71,3623,494,6,False,4.8,False,False
437,61,71,3623,156,7,False,4.0,False,True
438,61,71,3623,268,8,False,3.6,True,True
439,61,71,3623,10,9,False,4.7,False,False
440,62,72,1858,475,1,True,2.4,False,False
441,62,72,1858,355,2,False,4.7,False,False
442,62,72,1858,87,3,False,3.7,True,False
443,62,72,1858,311,4,False,4.2,True,False
444,62,72,1858,470,5,False,3.2,False,True
445,62,72,1858,120,6,False,4.6,False,True
446,62,72,1858,346,7,False,3.0,False,True
447,62,72,1858,217,8,False,3.7,False,True
448,62,72,1858,316,9,False,3.8,False,True
449,62,72,1858,105,10,False,4.6,False,True
450,63,73,6582,497,1,True,3.7,False,True
451,63,73,6582,190,2,False,3.9,False,True
452,63,73,6582,493,3,False,3.4,True,False
453,63,73,6582,450,4,False,3.9,True,True
454,63,73,6582,154,5,False,3.1,False,False
455,63,73,6582,437,6,False,2.7,False,True
456,64,75,3892,473,1,True,4.2,False,False
457,64,75,3892,351,2,False,3.0,True,False
458,64,75,3892,150,3,False,4.0,False,True
459,64,75,3892,337,4,False,4.2,False,True
460,64,75,3892,226,5,False,4.4,False,False
461,64,75,3892,41,6,False,2.7,False,False
462,64,75,3892,471,7,False,3.3,False,False
463,64,75,3892,111,8,False,3.5,False,False
464,65,76,8315,401,1,True,2.7,True,True
465,65,76,8315,307,2,False,3.4,False,False
466,65,76,8315,169,3,False,3.9,False,True
467,65,76,8315,453,4,False,3.7,False,False
468,65,76,8315,292,5,False,3.6,False,True
469,65,76,8315,376,6,False,4.0,False,True
470,65,76,8315,417,7,False,3.5,False,True
471,66,77,1870,239,1,True,4.0,False,True
472,66,77,1870,92,2,False,3.3,False,False
473,66,77,1870,421,3,False,4.1,True,True
474,66,77,1870,200,4,False,2.7,False,True
475,66,77,1870,60,5,False,3.6,False,False
476,66,77,1870,216,6,False,3.3,False,True
477,66,77,1870,88,7,False,3.5,False,True
478,67,80,6535,115,1,True,4.0,False,True
479,67,80,6535,223,2,False,3.1,False,True
480,67,80,6535,116,3,False,4.2,False,True
481,67,80,6535,49,4,False,5.0,True,True
482,67,80,6535,363,5,False,3.6,False,False
483,67,80,6535,4,6,False,3.5,False,True
484,68,82,4100,117,1,False,3.6,False,True
485,68,82,4100,55,2,True,3.7,False,False
486,68,82,4100,456,3,False,3.8,False,True
487,68,82,4100,377,4,False,3.6,True,True
488,68,82,4100,369,5,False,3.8,False,True
489,68,82,4100,212,6,False,4.7,False,True
490,68,82,4100,157,7,False,3.7,True,True
491,68,82,4100,142,8,False,2.8,False,False
492,68,82,4100,183,9,False,3.5,False,True
493,68,82,4100,23,10,False,4.6,False,False
494,69,83,1572,272,1,False,4.9,False,True
495,69,83,1572,376,2,True,4.0,False,True
496,69,83,1572,199,3,False,4.2,False,True
497,69,83,1572,281,4,False,4.0,False,True
498,69,83,1572,151,5,False,4.3,False,False
499,69,83,1572,465,6,False,4.0,False,False
500,69,83,1572,69,7,False,3.9,False,True
501,69,83,1572,453,8,False,3.7,False,False
502,69,83,1572,434,9,False,3.9,False,False
503,69,83,1572,264,10,False,2.6,False,False
504,70,84,4501,38,1,False,4.3,False,False
505,70,84,4501,296,2,False,4.6,False,True
506,70,84,4501,53,3,False,3.5,False,True
507,70,84,4501,31,4,False,3.0,False,False
508,70,84,4501,315,5,False,4.6,False,True
509,70,84,4501,318,6,False,2.9,False,True
510,71,85,2549,429,1,False,4.3,False,False
511,71,85,2549,114,2,False,3.3,True,True
512,71,85,2549,242,3,True,3.7,False,False
513,71,85,2549,82,4,False,4.2,True,True
514,71,85,2549,395,5,False,3.2,False,True
515,71,85,2549,271,6,False,2.9,False,True
516,71,85,2549,406,7,False,3.5,False,True
517,71,85,2549,2,8,False,2.6,False,True
518,72,86,7873,410,1,False,3.3,False,True
519,72,86,7873,374,2,True,2.8,False,True
520,72,86,7873,267,3,False,2.9,False,False
521,72,86,7873,107,4,False,3.7,False,True
522,72,86,7873,342,5,False,3.8,False,True
523,72,86,7873,81,6,False,2.7,False,True
524,72,86,7873,403,7,False,3.8,True,True
525,72,86,7873,113,8,False,3.4,False,True
526,72,86,7873,423,9,False,3.1,False,True
527,73,88,9322,262,1,True,4.1,True,True
528,73,88,9322,405,2,False,3.3,True,True
529,73,88,9322,325,3,False,3.9,False,False
530,73,88,9322,16,4,False,3.3,False,False
531,73,88,9322,33,5,False,3.9,False,True
532,73,88,9322,490,6,False,3.3,False,True
533,73,88,9322,213,7,False,2.5,False,False
534,73,88,9322,404,8,False,4.4,False,True
535,73,88,9322,87,9,False,3.7,True,False
536,74,89,518,125,1,True,3.8,False,True
537,74,89,518,193,2,False,4.4,False,False
538,74,89,518,25,3,False,3.9,True,True
539,74,89,518,19,4,False,3.1,True,False
540,74,89,518,22,5,False,3.2,True,False
541,74,89,518,97,6,False,5.0,False,True
542,75,90,1207,380,1,True,4.1,False,True
543,75,90,1207,260,2,False,4.3,False,True
544,75,90,1207,239,3,False,4.0,False,True
545,75,90,1207,89,4,False,3.7,False,True
546,75,90,1207,60,5,False,3.6,False,False
547,75,90,1207,104,6,False,3.2,True,False
548,76,92,561,352,1,True,3.0,False,False
549,76,92,561,188,2,False,3.3,False,False
550,76,92,561,172,3,False,2.5,False,False
551,76,92,561,141,4,False,3.9,False,False
552,76,92,561,490,5,False,3.3,False,True
553,76,92,561,363,6,False,3.6,False,False
554,76,92,561,120,7,False,4.6,False,True
555,76,92,561,96,8,False,3.6,False,True
556,76,92,561,330,9,False,3.9,False,False
557,77,93,9396,375,1,False,4.1,False,True
558,77,93,9396,491,2,True,3.9,False,True
559,77,93,9396,111,3,False,3.5,False,False
560,77,93,9396,34,4,False,3.7,False,True
561,77,93,9396,351,5,False,3.0,True,False
562,77,93,9396,152,6,False,4.2,False,True
563,77,93,9396,102,7,False,3.8,False,True
564,77,93,9396,257,8,False,4.0,False,True
565,77,93,9396,226,9,False,4.4,False,False
566,78,94,938,447,1,True,3.6,False,True
567,78,94,938,407,2,False,4.2,False,False
568,78,94,938,164,3,False,3.9,False,True
569,78,94,938,139,4,False,3.2,False,True
570,78,94,938,99,5,False,3.5,False,True
571,78,94,938,323,6,False,4.2,False,True
572,78,94,938,431,7,False,3.7,False,True
573,79,95,2243,223,1,True,3.1,False,True
574,79,95,2243,451,2,False,4.2,False,True
575,79,95,2243,165,3,False,4.0,False,True
576,79,95,2243,290,4,False,3.9,True,True
577,79,95,2243,309,5,False,3.0,False,True
578,79,95,2243,279,6,False,4.1,False,True
579,79,95,2243,470,7,False,3.2,False,True
580,79,95,2243,224,8,False,3.3,False,False
581,79,95,2243,93,9,False,2.8,False,False
582,80,96,2004,211,1,True,3.4,False,True
583,80,96,2004,156,2,False,4.0,False,True
584,80,96,2004,494,3,False,4.8,False,False
585,80,96,2004,350,4,False,3.2,True,True
586,80,96,2004,378,5,False,4.4,True,True
587,80,96,2004,282,6,False,3.1,False,True
588,81,97,5457,476,1,True,3.7,False,False
589,81,97,5457,469,2,False,4.2,False,False
590,81,97,5457,17,3,False,4.2,False,False
591,81,97,5457,107,4,False,3.7,False,True
592,81,97,5457,54,5,False,2.5,False,True
593,81,97,5457,385,6,False,3.0,True,True
594,81,97,5457,124,7,False,4.0,False,True
595,81,97,5457,396,8,False,3.8,False,True
596,81,97,5457,117,9,False,3.6,False,True
597,81,97,5457,374,10,False,2.8,False,True
598,82,98,7165,337,1,True,4.2,False,True
599,82,98,7165,150,2,False,4.0,False,True
600,82,98,7165,273,3,False,3.1,False,True
601,82,98,7165,246,4,False,4.4,False,False
602,82,98,7165,226,5,False,4.4,False,False
603,82,98,7165,152,6,False,4.2,False,True
604,82,98,7165,228,7,False,5.0,False,True
605,82,98,7165,111,8,False,3.5,False,False
606,83,99,4505,339,1,True,3.8,False,True
607,83,99,4505,385,2,False,3.0,True,True
