event_id,session_id,user_id,event_type,timestamp,user_segment,city,platform
140,38,7194,restaurant_click,2026-05-22 22:19:26,Returning,Mumbai,Android
141,38,7194,add_to_cart,2026-05-22 22:20:59,Returning,Mumbai,Android
142,38,7194,checkout_attempt,2026-05-22 22:24:17,Returning,Mumbai,Android
143,38,7194,order_placed,2026-05-22 22:26:03,Returning,Mumbai,Android
144,39,5726,session_start,2026-05-03 14:14:00,Power,Mumbai,Android
145,39,5726,search,2026-05-03 14:14:12,Power,Mumbai,Android
146,39,5726,restaurant_click,2026-05-03 14:15:13,Power,Mumbai,Android
147,40,8612,session_start,2026-04-20 12:52:00,Returning,Bangalore,Web
148,40,8612,search,2026-04-20 12:52:33,Returning,Bangalore,Web
149,40,8612,restaurant_click,2026-04-20 12:52:45,Returning,Bangalore,Web
150,41,5941,session_start,2026-03-17 20:27:00,Returning,Jaipur,Web
151,41,5941,search,2026-03-17 20:27:32,Returning,Jaipur,Web
152,41,5941,restaurant_click,2026-03-17 20:27:48,Returning,Jaipur,Web
153,42,9915,session_start,2026-04-28 18:05:00,New,Hyderabad,iOS
154,42,9915,search,2026-04-28 18:05:18,New,Hyderabad,iOS
155,42,9915,restaurant_click,2026-04-28 18:06:11,New,Hyderabad,iOS
156,43,487,session_start,2026-04-23 10:54:00,Returning,Kolkata,Android
157,43,487,search,2026-04-23 10:54:27,Returning,Kolkata,Android
158,43,487,restaurant_click,2026-04-23 10:55:33,Returning,Kolkata,Android
159,44,1755,session_start,2026-07-30 15:16:00,New,Mumbai,Web
160,45,1727,session_start,2026-05-18 19:57:00,Power,Kolkata,Android
161,45,1727,search,2026-05-18 19:57:47,Power,Kolkata,Android
162,45,1727,restaurant_click,2026-05-18 19:58:08,Power,Kolkata,Android
163,46,9314,session_start,2026-03-06 11:12:00,Returning,Bangalore,Android
164,46,9314,search,2026-03-06 11:12:23,Returning,Bangalore,Android
165,46,9314,restaurant_click,2026-03-06 11:12:46,Returning,Bangalore,Android
166,47,3232,session_start,2026-05-17 22:30:00,Returning,Chennai,iOS
167,47,3232,search,2026-05-17 22:30:16,Returning,Chennai,iOS
168,47,3232,restaurant_click,2026-05-17 22:31:09,Returning,Chennai,iOS
169,47,3232,add_to_cart,2026-05-17 22:33:44,Returning,Chennai,iOS
170,47,3232,checkout_attempt,2026-05-17 22:35:43,Returning,Chennai,iOS
171,47,3232,order_placed,2026-05-17 22:38:06,Returning,Chennai,iOS
172,48,5256,session_start,2026-06-09 09:02:00,Returning,Mumbai,Android
173,48,5256,search,2026-06-09 09:02:51,Returning,Mumbai,Android
174,48,5256,restaurant_click,2026-06-09 09:03:27,Returning,Mumbai,Android
175,49,8386,session_start,2026-08-05 17:33:00,New,Bangalore,iOS
176,49,8386,search,2026-08-05 17:33:19,New,Bangalore,iOS
177,49,8386,restaurant_click,2026-08-05 17:34:33,New,Bangalore,iOS
178,50,5832,session_start,2026-06-11 00:49:00,Power,Delhi NCR,iOS
179,50,5832,search,2026-06-11 00:49:54,Power,Delhi NCR,iOS
180,50,5832,restaurant_click,2026-06-11 00:49:52,Power,Delhi NCR,iOS
181,51,413,session_start,2026-03-14 20:30:00,Returning,Kolkata,iOS
182,51,413,search,2026-03-14 20:30:49,Returning,Kolkata,iOS
183,51,413,restaurant_click,2026-03-14 20:31:38,Returning,Kolkata,iOS
184,51,413,add_to_cart,2026-03-14 20:34:19,Returning,Kolkata,iOS
185,51,413,checkout_attempt,2026-03-14 20:35:39,Returning,Kolkata,iOS
186,51,413,order_placed,2026-03-14 20:37:21,Returning,Kolkata,iOS
187,52,6663,session_start,2026-08-25 20:31:00,Returning,Delhi NCR,Android
188,52,6663,search,2026-08-25 20:31:40,Returning,Delhi NCR,Android
189,52,6663,restaurant_click,2026-08-25 20:32:48,Returning,Delhi NCR,Android
190,52,6663,add_to_cart,2026-08-25 20:35:33,Returning,Delhi NCR,Android
191,52,6663,checkout_attempt,2026-08-25 20:37:37,Returning,Delhi NCR,Android
192,52,6663,order_placed,2026-08-25 20:38:24,Returning,Delhi NCR,Android
193,53,7458,session_start,2026-08-17 13:12:00,Power,Delhi NCR,Android
194,53,7458,search,2026-08-17 13:12:40,Power,Delhi NCR,Android
195,53,7458,restaurant_click,2026-08-17 13:13:51,Power,Delhi NCR,Android
196,54,7959,session_start,2026-06-23 16:22:00,Returning,Delhi NCR,Web
197,54,7959,search,2026-06-23 16:22:23,Returning,Delhi NCR,Web
198,54,7959,restaurant_click,2026-06-23 16:23:54,Returning,Delhi NCR,Web
199,55,4970,session_start,2026-03-14 07:46:00,Returning,Delhi NCR,Android
200,56,7089,session_start,2026-05-26 12:33:00,Power,Delhi NCR,Android
201,56,7089,search,2026-05-26 12:33:25,Power,Delhi NCR,Android
202,56,7089,restaurant_click,2026-05-26 12:34:32,Power,Delhi NCR,Android
203,57,3126,session_start,2026-07-13 02:55:00,Power,Bangalore,Android
204,57,3126,search,2026-07-13 02:55:05,Power,Bangalore,Android
205,57,3126,restaurant_click,2026-07-13 02:56:00,Power,Bangalore,Android
206,57,3126,add_to_cart,2026-07-13 02:58:46,Power,Bangalore,Android
207,57,3126,checkout_attempt,2026-07-13 03:01:37,Power,Bangalore,Android
208,57,3126,order_placed,2026-07-13 03:02:42,Power,Bangalore,Android
209,58,7734,session_start,2026-08-16 18:55:00,New,Bangalore,Web
210,59,3650,session_start,2026-06-06 11:49:00,Returning,Mumbai,Web
211,59,3650,search,2026-06-06 11:49:15,Returning,Mumbai,Web
212,59,3650,restaurant_click,2026-06-06 11:49:41,Returning,Mumbai,Web
213,60,6789,session_start,2026-07-04 17:19:00,Returning,Delhi NCR,iOS
214,60,6789,search,2026-07-04 17:19:40,Returning,Delhi NCR,iOS
215,60,6789,restaurant_click,2026-07-04 17:20:06,Returning,Delhi NCR,iOS
216,61,8767,session_start,2026-07-29 13:10:00,Returning,Delhi NCR,Android
217,61,8767,search,2026-07-29 13:10:16,Returning,Delhi NCR,Android
218,61,8767,restaurant_click,2026-07-29 13:11:55,Returning,Delhi NCR,Android
219,62,7173,session_start,2026-06-14 18:50:00,New,Chennai,Android
220,62,7173,search,2026-06-14 18:50:40,New,Chennai,Android
221,62,7173,restaurant_click,2026-06-14 18:51:12,New,Chennai,Android
222,63,6818,session_start,2026-03-30 17:01:00,Returning,Bangalore,Android
223,63,6818,search,2026-03-30 17:01:21,Returning,Bangalore,Android
224,63,6818,restaurant_click,2026-03-30 17:01:54,Returning,Bangalore,Android
225,63,6818,add_to_cart,2026-03-30 17:05:55,Returning,Bangalore,Android
226,63,6818,checkout_attempt,2026-03-30 17:06:58,Returning,Bangalore,Android
227,63,6818,order_placed,2026-03-30 17:08:53,Returning,Bangalore,Android
228,64,5945,session_start,2026-08-24 18:12:00,Power,Bangalore,Android
229,64,5945,search,2026-08-24 18:12:34,Power,Bangalore,Android
230,64,5945,restaurant_click,2026-08-24 18:13:00,Power,Bangalore,Android
231,64,5945,add_to_cart,2026-08-24 18:15:10,Power,Bangalore,Android
232,64,5945,checkout_attempt,2026-08-24 18:17:08,Power,Bangalore,Android
233,64,5945,order_placed,2026-08-24 18:19:00,Power,Bangalore,Android
234,65,3509,session_start,2026-08-27 12:51:00,Returning,Jaipur,Android
235,65,3509,search,2026-08-27 12:51:18,Returning,Jaipur,Android
236,65,3509,restaurant_click,2026-08-27 12:51:58,Returning,Jaipur,Android
237,65,3509,add_to_cart,2026-08-27 12:54:16,Returning,Jaipur,Android
238,65,3509,checkout_attempt,2026-08-27 12:57:37,Returning,Jaipur,Android
239,65,3509,order_placed,2026-08-27 12:58:11,Returning,Jaipur,Android
240,66,8073,session_start,2026-08-02 23:34:00,Returning,Jaipur,Android
241,66,8073,search,2026-08-02 23:34:14,Returning,Jaipur,Android
242,66,8073,restaurant_click,2026-08-02 23:35:35,Returning,Jaipur,Android
243,66,8073,add_to_cart,2026-08-02 23:37:55,Returning,Jaipur,Android
244,67,149,session_start,2026-08-08 13:25:00,Returning,Mumbai,iOS
245,67,149,search,2026-08-08 13:25:54,Returning,Mumbai,iOS
246,67,149,restaurant_click,2026-08-08 13:26:00,Returning,Mumbai,iOS
247,67,149,add_to_cart,2026-08-08 13:27:12,Returning,Mumbai,iOS
248,67,149,checkout_attempt,2026-08-08 13:30:58,Returning,Mumbai,iOS
249,67,149,order_placed,2026-08-08 13:32:59,Returning,Mumbai,iOS
250,68,9853,session_start,2026-07-17 11:50:00,Power,Kolkata,iOS
251,68,9853,search,2026-07-17 11:50:39,Power,Kolkata,iOS
252,68,9853,restaurant_click,2026-07-17 11:50:56,Power,Kolkata,iOS
253,69,1423,session_start,2026-05-09 19:16:00,Returning,Bangalore,Android
254,69,1423,search,2026-05-09 19:16:12,Returning,Bangalore,Android
255,69,1423,restaurant_click,2026-05-09 19:17:34,Returning,Bangalore,Android
256,70,7910,session_start,2026-06-26 16:35:00,Power,Hyderabad,Android
257,71,3623,session_start,2026-04-03 13:21:00,Returning,Chennai,Android
258,71,3623,search,2026-04-03 13:21:28,Returning,Chennai,Android
259,71,3623,restaurant_click,2026-04-03 13:21:58,Returning,Chennai,Android
260,72,1858,session_start,2026-05-11 16:01:00,Power,Mumbai,Android
261,72,1858,search,2026-05-11 16:01:51,Power,Mumbai,Android
262,72,1858,restaurant_click,2026-05-11 16:02:26,Power,Mumbai,Android
263,73,6582,session_start,2026-07-16 08:13:00,Power,Hyderabad,Web
264,73,6582,search,2026-07-16 08:13:20,Power,Hyderabad,Web
265,73,6582,restaurant_click,2026-07-16 08:13:58,Power,Hyderabad,Web
266,74,1810,session_start,2026-08-15 15:47:00,Returning,Kolkata,Android
267,75,3892,session_start,2026-03-06 18:01:00,New,Kolkata,Android
268,75,3892,search,2026-03-06 18:01:45,New,Kolkata,Android
269,75,3892,restaurant_click,2026-03-06 18:02:30,New,Kolkata,Android
270,76,8315,session_start,2026-05-05 08:54:00,Returning,Pune,iOS
271,76,8315,search,2026-05-05 08:54:17,Returning,Pune,iOS
272,76,8315,restaurant_click,2026-05-05 08:55:19,Returning,Pune,iOS
273,77,1870,session_start,2026-04-27 18:58:00,Returning,Bangalore,Android
274,77,1870,search,2026-04-27 18:58:46,Returning,Bangalore,Android
275,77,1870,restaurant_click,2026-04-27 18:59:15,Returning,Bangalore,Android
276,77,1870,add_to_cart,2026-04-27 19:02:54,Returning,Bangalore,Android
277,78,6589,session_start,2026-06-18 11:04:00,Returning,Bangalore,iOS
278,79,6127,session_start,2026-05-26 22:58:00,Returning,Delhi NCR,iOS
279,80,6535,session_start,2026-07-02 12:54:00,Returning,Mumbai,Android
280,80,6535,search,2026-07-02 12:54:24,Returning,Mumbai,Android
281,80,6535,restaurant_click,2026-07-02 12:54:53,Returning,Mumbai,Android
282,81,1688,session_start,2026-04-06 09:32:00,Returning,Delhi NCR,Android
283,82,4100,session_start,2026-07-05 14:50:00,Returning,Delhi NCR,Android
284,82,4100,search,2026-07-05 14:50:12,Returning,Delhi NCR,Android
285,82,4100,restaurant_click,2026-07-05 14:50:48,Returning,Delhi NCR,Android
286,82,4100,add_to_cart,2026-07-05 14:52:08,Returning,Delhi NCR,Android
287,82,4100,checkout_attempt,2026-07-05 14:56:47,Returning,Delhi NCR,Android
288,82,4100,payment_failed,2026-07-05 14:57:43,Returning,Delhi NCR,Android
289,83,1572,session_start,2026-08-01 09:36:00,Returning,Pune,Android
290,83,1572,search,2026-08-01 09:36:44,Returning,Pune,Android
291,83,1572,restaurant_click,2026-08-01 09:37:57,Returning,Pune,Android
292,83,1572,add_to_cart,2026-08-01 09:40:47,Returning,Pune,Android
293,84,4501,session_start,2026-07-28 17:09:00,Returning,Bangalore,Android
294,84,4501,search,2026-07-28 17:09:19,Returning,Bangalore,Android
295,85,2549,session_start,2026-05-16 14:09:00,New,Delhi NCR,iOS
296,85,2549,search,2026-05-16 14:09:05,New,Delhi NCR,iOS
297,85,2549,restaurant_click,2026-05-16 14:10:31,New,Delhi NCR,iOS
298,85,2549,add_to_cart,2026-05-16 14:11:58,New,Delhi NCR,iOS
299,85,2549,checkout_attempt,2026-05-16 14:14:04,New,Delhi NCR,iOS
300,85,2549,order_placed,2026-05-16 14:17:34,New,Delhi NCR,iOS
301,86,7873,session_start,2026-05-05 17:20:00,Returning,Delhi NCR,Android
302,86,7873,search,2026-05-05 17:20:46,Returning,Delhi NCR,Android
303,86,7873,restaurant_click,2026-05-05 17:20:53,Returning,Delhi NCR,Android
304,87,4342,session_start,2026-03-27 07:50:00,Power,Mumbai,Android
305,88,9322,session_start,2026-04-26 14:12:00,Returning,Mumbai,iOS
306,88,9322,search,2026-04-26 14:12:40,Returning,Mumbai,iOS
307,88,9322,restaurant_click,2026-04-26 14:12:32,Returning,Mumbai,iOS
308,89,518,session_start,2026-07-03 08:35:00,Returning,Hyderabad,Android
309,89,518,search,2026-07-03 08:35:17,Returning,Hyderabad,Android
310,89,518,restaurant_click,2026-07-03 08:36:02,Returning,Hyderabad,Android
311,90,1207,session_start,2026-06-25 13:09:00,Power,Bangalore,Android
312,90,1207,search,2026-06-25 13:09:38,Power,Bangalore,Android
313,90,1207,restaurant_click,2026-06-25 13:09:33,Power,Bangalore,Android
314,91,9493,session_start,2026-05-29 19:03:00,Returning,Kolkata,iOS
315,92,561,session_start,2026-05-29 08:02:00,Returning,Mumbai,iOS
316,92,561,search,2026-05-29 08:02:39,Returning,Mumbai,iOS
317,92,561,restaurant_click,2026-05-29 08:03:05,Returning,Mumbai,iOS
318,93,9396,session_start,2026-03-31 12:43:00,Returning,Kolkata,iOS
319,93,9396,search,2026-03-31 12:43:53,Returning,Kolkata,iOS
320,93,9396,restaurant_click,2026-03-31 12:44:14,Returning,Kolkata,iOS
321,94,938,session_start,2026-08-21 09:09:00,Returning,Ahmedabad,Web
322,94,938,search,2026-08-21 09:09:27,Returning,Ahmedabad,Web
323,94,938,restaurant_click,2026-08-21 09:09:43,Returning,Ahmedabad,Web
324,95,2243,session_start,2026-03-23 11:40:00,Returning,Mumbai,Android
325,95,2243,search,2026-03-23 11:40:45,Returning,Mumbai,Android
326,95,2243,restaurant_click,2026-03-23 11:41:15,Returning,Mumbai,Android
327,96,2004,session_start,2026-05-04 18:33:00,Returning,Chennai,Android
328,96,2004,search,2026-05-04 18:33:39,Returning,Chennai,Android
329,96,2004,restaurant_click,2026-05-04 18:34:09,Returning,Chennai,Android
330,96,2004,add_to_cart,2026-05-04 18:37:58,Returning,Chennai,Android
331,96,2004,checkout_attempt,2026-05-04 18:39:43,Returning,Chennai,Android
332,96,2004,order_placed,2026-05-04 18:41:13,Returning,Chennai,Android
333,97,5457,session_start,2026-03-18 22:59:00,Returning,Delhi NCR,iOS
334,97,5457,search,2026-03-18 22:59:08,Returning,Delhi NCR,iOS
335,97,5457,restaurant_click,2026-03-18 22:59:59,Returning,Delhi NCR,iOS
336,97,5457,add_to_cart,2026-03-18 23:03:48,Returning,Delhi NCR,iOS
337,97,5457,checkout_attempt,2026-03-18 23:04:18,Returning,Delhi NCR,iOS
338,97,5457,order_placed,2026-03-18 23:07:47,Returning,Delhi NCR,iOS
339,98,7165,session_start,2026-04-17 13:51:00,Power,Kolkata,iOS
340,98,7165,search,2026-04-17 13:51:36,Power,Kolkata,iOS
341,98,7165,restaurant_click,2026-04-17 13:51:39,Power,Kolkata,iOS
342,99,4505,session_start,2026-04-06 21:55:00,Returning,Delhi NCR,Android
343,99,4505,search,2026-04-06 21:55:32,Returning,Delhi NCR,Android
344,99,4505,restaurant_click,2026-04-06 21:55:46,Returning,Delhi NCR,Android
345,100,8986,session_start,2026-05-22 21:54:00,Power,Mumbai,iOS
346,100,8986,search,2026-05-22 21:54:28,Power,Mumbai,iOS
347,100,8986,restaurant_click,2026-05-22 21:54:46,Power,Mumbai,iOS
348,100,8986,add_to_cart,2026-05-22 21:57:19,Power,Mumbai,iOS
349,100,8986,checkout_attempt,2026-05-22 21:59:26,Power,Mumbai,iOS
350,100,8986,order_placed,2026-05-22 22:02:23,Power,Mumbai,iOS
351,101,930,session_start,2026-03-01 08:42:00,New,Delhi NCR,Android
352,102,1591,session_start,2026-04-23 16:47:00,New,Bangalore,iOS
353,103,2888,session_start,2026-03-13 20:38:00,Returning,Mumbai,Android
354,103,2888,search,2026-03-13 20:38:13,Returning,Mumbai,Android
355,103,2888,restaurant_click,2026-03-13 20:39:26,Returning,Mumbai,Android
356,103,2888,add_to_cart,2026-03-13 20:40:31,Returning,Mumbai,Android
357,103,2888,checkout_attempt,2026-03-13 20:44:50,Returning,Mumbai,Android
358,103,2888,order_placed,2026-03-13 20:45:53,Returning,Mumbai,Android
359,104,9162,session_start,2026-07-13 21:54:00,Power,Hyderabad,iOS
360,104,9162,search,2026-07-13 21:54:48,Power,Hyderabad,iOS
361,104,9162,restaurant_click,2026-07-13 21:55:05,Power,Hyderabad,iOS
362,105,9360,session_start,2026-03-18 12:16:00,Power,Delhi NCR,Android
363,105,9360,search,2026-03-18 12:16:39,Power,Delhi NCR,Android
364,105,9360,restaurant_click,2026-03-18 12:17:23,Power,Delhi NCR,Android
365,106,3321,session_start,2026-06-27 13:28:00,Power,Hyderabad,iOS
